alim_code;alim_nom_fr;alim_carbo;alim_image_url;code
18906;Boisson à la châtaigne, nature, préemballée;13,5;;18906
25503;Bouchée à la reine, au poisson et fruits de mer;13,4;;25503
20133;Panais, cuit;13,4;;20133
20256;Tomate, séchée, à l'huile;13,4;;20256
13010;Coing, cru;13,4;;13010
13153;"Purée de fruits, tout type de fruits, type ""compote sans sucres ajoutés""";13,4;;13153
26030;Poisson pané, frit;13,4;;26030
19577;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème;13,4;;19577
19659;Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ;13,4;;19659
25594;Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé;13,3;;25594
13400;Abricot pays, pulpe, au sirop, appertisé, non égoutté, prélevé à la Martinique;13,3;;13400
19548;Lait fermenté ou spécialité laitière type yaourt, sur lit de fruits, sucré, au bifidus;13,3;;19548
11196;Sauce burger, préemballée;13,3;;11196
19535;Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré;13,1;;19535
19652;Fromage blanc ou spécialité laitière, aromatisé, sucré, 3% MG environ;13,1;;19652
25111;Chili con carne, préemballé;13;;25111
25139;Lasagnes ou cannellonis au poisson, préemballées;13;;25139
20524;Haricot rouge, appertisé, égoutté;13;;20524
13008;Cerise, dénoyautée, crue;13;;13008
26124;Merlan, pané;13;;26124
19542;Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus;13;;19542
19676;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen);13;;19676
19677;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen);13;;19677
2017;Jus de grenade, pur jus;13;;2017
2036;Jus multifruit - base raisin, standard;13;;2036
2374;Nectar d'ananas;13;;2374
11026;Coriandre, graine;13;;11026
11016;Raifort, cru;13;;11016
19538;Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei;12,9;;19538
19672;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen);12,9;;19672
19692;Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé;12,9;;19692
13192;Pomme Pink lady, pulpe, crue;12,8;;13192
13620;Pomme Golden, pulpe et peau, crue;12,8;;13620
19628;Yaourt ou spécialité laitière aux fruits (aliment moyen);12,8;;19628
19862;Yaourt à la grecque, aromatisé, sucré;12,8;;19862
2008;Cocktail sans alcool (à base de jus de fruits et de sirop);12,8;;2008
4047;Pomme de terre, purée (aliment moyen);12,7;;4047
19516;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, au L Casei;12,7;;19516
51500;Meloukhia, feuilles de corète séchées, en poudre;12,7;;51500
13173;Boisson infantile céréales lactées pour le petit déjeuner;12,7;;13173
25183;Nouilles sautées/poêlées aux crevettes;12,6;;25183
25173;Veau, escalope panée, cuite;12,6;;25173
19534;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;12,6;;19534
13170;Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;12,6;;13170
13182;Boisson infantile céréales lactées (aliment moyen);12,6;;13182
25152;Couscous à la viande, préemballé;12,5;;25152
25019;Ravioli à la viande, sauce tomate, appertisé;12,5;;25019
25188;Risotto, aux fruits de mer, préemballé;12,5;;25188
25231;Raviolis au tofu, à la sauce tomate, préemballés;12,5;;25231
19599;Yaourt, lait fermenté ou spécialité laitière, nature, sucré;12,5;;19599
19651;Fromage blanc ou spécialité laitière, aromatisé, sucré, 0% MG;12,5;;19651
11066;Fenouil, graine;12,5;;11066
13166;Dessert lacté infantile nature sucré ou aux fruits;12,5;;13166
19682;Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen);12,4;;19682
19673;Crème dessert, allégée en MG, rayon frais;12,4;;19673
2500;Smoothie;12,4;;2500
1016;Marsala aux oeufs;12,4;;1016
13157;Petit pot fruit avec banane pour bébé;12,4;;13157
25557;Brick à l'oeuf, fait maison, cuit;12,3;;25557
20046;Salsifis, cuit;12,3;;20046
20212;Champignon, lentin comestible ou shiitaké, cuit;12,3;;20212
20335;Échalote, sautée/poêlée sans matière grasse;12,3;;20335
20801;Chips de giraumon (variété locale), pulpe, prélevé à la Martinique;12,3;;20801
20503;Haricot rouge, bouilli/cuit à l'eau;12,3;;20503
2370;Nectar de mangue;12,3;;2370
25029;Couscous au mouton;12,2;;25029
20097;Échalote, crue;12,2;;20097
4102;Patate douce, cuite;12,2;;4102
20505;Lentille, bouillie/cuite à l'eau;12,2;;20505
20508;Haricot flageolet, appertisé, égouttés;12,2;;20508
13429;Mangue verte, pulpe, crue, prélevée à la Martinique;12,2;;13429
19575;Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré;12,2;;19575
19662;Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D;12,2;;19662
19668;Fromage blanc ou spécialité laitière, aux fruits, avec édulcorants, allégé en sucres, 3% MG environ;12,2;;19668
2048;Jus multifruit - base pomme, standard;12,2;;2048
2063;Nectar multifruit - base orange, standard;12,2;;2063
20262;Poêlée de légumes assaisonnés sans champignon, surgelée, crue;12,1;;20262
4019;Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée;12,1;;4019
4103;Patate douce, purée, cuisinée à la crème;12,1;;4103
20700;Légume sec, cuit (aliment moyen);12,1;;20700
2073;Jus d'ananas, pur jus;12,1;;2073
2371;Nectar de pêche;12,1;;2371
19120;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);12,1;;19120
13163;Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;12,1;;13163
20502;Haricot blanc, bouilli/cuit à l'eau;12;;20502
20513;Haricot flageolet, bouilli/cuit à l'eau;12;;20513
26256;Ficelle picarde, préemballée;11,9;;26256
20531;Haricot mungo, bouilli/cuit à l'eau;11,9;;20531
13191;Pomme Gala, pulpe, crue;11,9;;13191
9313;Flocons d'avoine, bouillis/cuits à l'eau;11,9;;9313
26016;Limande-sole, panée, frite;11,9;;26016
2000;Jus d'ananas, à base de concentré;11,9;;2000
18352;Boisson énergisante, sucrée;11,9;;18352
11122;Sauce à l'échalote à la crème, préemballée;11,9;;11122
11064;Carvi, graine;11,9;;11064
11010;Levure de boulanger, compressée;11,9;;11010
13158;Petit pot fruit sans banane pour bébé;11,9;;13158
25218;Lasagnes ou cannellonis aux légumes, préemballés, cuits;11,8;;25218
20510;Lentille, cuisinée, appertisée, égouttée;11,8;;20510
26046;Surimi, bâtonnets, tranche ou râpé saveur crabe;11,8;;26046
19683;Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais;11,8;;19683
4011;Pomme de terre, appertisée, égouttée;11,7;;4011
13002;Ananas, pulpe, cru;11,7;;13002
13086;Pomme Golden, pulpe, crue;11,7;;13086
13187;"Purée de pommes, type ""compote sans sucres ajoutés""";11,7;;13187
22510;Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée;11,7;;22510
2011;Jus multifruit - base orange, multivitaminé;11,7;;2011
13165;Dessert lacté infantile au riz ou à la semoule;11,7;;13165
13039;Pomme, pulpe et peau, crue;11,6;;13039
13085;Pomme Canada, pulpe, crue;11,6;;13085
13999;Fruit cru (aliment moyen);11,6;;13999
19508;Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré;11,6;;19508
2039;Jus de grenade, frais;11,6;;2039
18100;Cacao, non sucré, poudre soluble;11,6;;18100
13161;Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;11,6;;13161
13169;Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;11,6;;13169
25043;Couscous à la viande ou au poulet, préemballé, allégé;11,5;;25043
20196;Topinambour, cru;11,5;;20196
13189;Poire Williams, pulpe, crue;11,5;;13189
19539;Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus;11,5;;19539
19669;Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée;11,5;;19669
2033;Jus multifruit, à base de jus et purée de fruits;11,5;;2033
2061;Nectar multifruit, standard;11,5;;2061
25207;Porc au caramel, préemballé;11,4;;25207
25635;Lasagnes ou cannellonis au fromage et aux épinards, préemballés;11,4;;25635
13121;Pomme Granny Smith, pulpe, crue;11,4;;13121
13126;Sureau, baie, crue;11,4;;13126
13134;Salade de fruits, crue;11,4;;13134
13149;Nectarine ou brugnon, blanche, pulpe et peau, crue;11,4;;13149
13188;Poire Conférence, pulpe, crue;11,4;;13188
2074;Jus de pomme, pur jus;11,4;;2074
13148;Nectarine ou brugnon, jaune, pulpe et peau, crue;11,3;;13148
15053;Cacahuète, grillée, sans sel ajouté;11,3;;15053
19579;Yaourt, lait fermenté ou spécialité laitière, aux céréales;11,3;;19579
2002;Jus multifruit, pur jus, multivitaminé;11,3;;2002
2014;Jus de pomme, à base de concentré;11,3;;2014
2060;Nectar multifruit, multivitaminé;11,3;;2060
2367;Nectar de goyave;11,3;;2367
18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;11,3;;18019
1007;Apéritif à base de vin ou vermouth;11,3;;1007
13164;Dessert lacté infantile type crème dessert;11,3;;13164
13190;Pomme Chantecler, pulpe, crue;11,2;;13190
13176;Pomme, pulpe, bouillie/cuite à l'eau;11,2;;13176
2035;Jus multifruit, pur jus, standard;11,2;;2035
2069;Jus multifruit, à base de concentré, standard;11,2;;2069
18048;Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen);11,2;;18048
18309;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;11,2;;18309
2062;Nectar multifruit - base orange, multivitaminé;11,1;;2062
42000;Substitut de repas hypocalorique, crème dessert;11,1;;42000
25131;Lasagnes ou cannellonis aux légumes, préemballées, cuits;11;;25131
13021;Kiwi, pulpe et graines, cru;11;;13021
19695;Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé;11;;19695
2050;Jus multifruit - base pomme, multivitaminé;11;;2050
18067;Cola, sucré, sans caféine;11;;18067
20511;Haricot blanc, appertisé, égoutté;10,9;;20511
13016;Fruit de la passion ou maracudja, pulpe et pépins, cru;10,9;;13016
13037;Poire, pulpe et peau, crue;10,9;;13037
2076;Nectar de pomme;10,9;;2076
11194;Sauce Nuoc Mâm ou Sauce au poisson, préemballée;10,9;;11194
13401;Abricot pays, pulpe, cru, prélevé à la Martinique;10,8;;13401
13418;Jus de mandarine macaque, pur jus filtré, prélevée à la Martinique;10,8;;13418
2071;Jus multifruit, à base de concentré, multivitaminé;10,8;;2071
19122;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;10,8;;19122
18904;Boisson au riz, nature, préemballée;10,8;;18904
25199;Palet ou galette de légumes, préfrit, surgelé;10,7;;25199
20036;Petits pois, appertisés, égouttés;10,7;;20036
13050;Pomme, pulpe, crue;10,7;;13050
13122;Pomme Granny Smith, pulpe et peau, crue;10,7;;13122
13150;Mûre (de ronce), surgelée, crue;10,7;;13150
25196;Riste d'aubergines (aubergines, tomates, oignons), préemballée;10,6;;25196
13028;Myrtille, crue;10,6;https://images.unsplash.com/photo-1554795808-3231c32711cf?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=676&q=80;13028
19420;Crème chantilly, sous pression, UHT;10,6;https://cdn.monoprix.fr/cdn-cgi/image/width=580,quality=60,format=auto,metadata=none/assets/images/grocery/1776083/580x580.jpg;19420
2034;Jus de clémentine ou mandarine, pur jus;10,6;https://www.nalyspapier.com/be/fr/uploads/layout/images/NALYS/Naturellement/Les%20bienfaits%20de%20la%20nature/Novembre/105034674_M.jpg;2034
18039;Diabolo (limonade et sirop);10,6;https://assets.afcdn.com/recipe/20210308/118429_w1024h768c1cx1058cy708.webp;18039
11132;Sauce au curry, préemballée;10,6;;11132
25587;Parmentier de canard, préemballé, cuit;10,5;https://www.cookomix.com/wp-content/uploads/2018/12/parmentier-canard-cepes-thermomix.jpg;25587
13110;Griotte, crue;10,5;https://www.alexetalex.com/ca/wp-content/uploads/2019/08/104856719_s.jpg;13110
8932;Quenelle de poisson, en sauce;10,5;https://img.cuisineaz.com/660x660/2018-08-19/i141789-quenelles-de-brochet-sauce-mornay-recette.jpeg;8932
2077;Jus de fruits, à base de concentré (aliment moyen);10,5;;2077
1006;Vin doux;10,5;https://images.unsplash.com/photo-1535869462434-f92cc30bf40c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1355&q=80;1006
11070;Thym, frais;10,5;https://images.unsplash.com/photo-1606072104299-cdaab62c0a07?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80;11070
20987;Nori (Porphyra sp.), séchée ou déshydratée;10,5;;20987
13107;Poire, pulpe, crue;10,4;https://images.unsplash.com/photo-1570115114436-63d3405246e7?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80;13107
2038;Jus multifruit - base orange, standard;10,4;https://img.freepik.com/photos-gratuite/fruits-romarin-jus-bocal-conserves-planche-decouper-fond-jaune_23-2147968638.jpg?size=626&ext=jpg;2038
42003;Substitut de repas hypocalorique, prêt à boire;10,4;;42003
13171;Boisson infantile lactées aux fruits pour le goûter dès 4/6 mois (sans céréales);10,4;;13171
8912;Quenelle de volaille, en sauce;10,3;https://www.davigel.fr/res/davigel/styles/recipe/public/media/0680_540x400.jpg?itok=PHGKiCYe;8912
1017;Sangria;10,3;https://images.unsplash.com/photo-1530077636681-452044839b73?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1350&q=80;1017
25058;Canard en sauce (poivre vert, chasseur, etc.), préemballé;10,2;;25058
4017;Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse;10,2;;4017
19667;Fromage frais type petit suisse, aromatisé ou aux fruits, 2-3% MG, enrichi en calcium et vitamine D;10,2;https://static.750g.com/images/1200-630/d4564ba617096432ca1ef5f429c80854/petits-suisses-aromatises.jpeg;19667
2377;Jus d'orange sanguine, pur jus;10,2;https://images.unsplash.com/photo-1618449625138-62cb2b8a343a?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80;2377
18018;Cola, sucré;10,2;https://images.unsplash.com/photo-1520565170521-376e52ee1d52?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80;18018
25099;Cassoulet au canard ou oie, appertisé;10,1;;25099
20194;Haricots blancs à la sauce tomate, appertisés;10,1;https://files.meilleurduchef.com/mdc/photo/recette/haricot-blanc-tomate/haricot-blanc-tomate-800.jpg;20194
20181;Panais, cru;10,1;https://images.unsplash.com/photo-1584118247465-08373b441c1e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=643&q=80;20181
15011;Tournesol, graine;10,1;https://images.unsplash.com/photo-1613500788522-89c4d55bdd0e?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80;15011
18339;Boisson plate aux fruits (10 à 50% de jus), sucrée;10,1;https://images.unsplash.com/photo-1574332897026-5ef2a6e5f94f?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=635&q=80;18339
11032;Basilic, séché;10,1;https://resize3.prod.docfr.doc-media.fr/rcrop/480,363,center-middle/img/var/doctissimo/storage/images/fr/www/nutrition/diaporamas/aliments-antioxydants/le-basilic-seche/3773219-1-fre-FR/Le-basilic-seche.jpg;11032
42004;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;10,1;;42004
25551;Beignet de viande, volaille ou poisson, fait maison, cru;10;;25551
2009;Nectar multifruit - base pomme, standard;10;;2009
19127;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;10;;19127
20134;Courge hokkaïdo, pulpe, crue;9,98;;20134
13423;"Jus de prune de cythère verte ""naine"" (variété hybride), fruit mûr, pur jus filtré, prélevée à la Martinique";9,97;;13423
18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;9,97;;18049
15043;Noix de macadamia, grillée, salée;9,95;;15043
15023;Noix, fraîche;9,94;;15023
20326;Petits pois, bouillis/cuits à l'eau;9,93;;20326
13100;Prune, crue;9,92;;13100
19026;Lait concentré non sucré, entier;9,91;;19026
18106;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);9,91;;18106
25606;Salade de pommes de terre, fait maison;9,9;https://img.cuisineaz.com/660x660/2015-06-16/i3394-salade-de-pommes-de-terre-aux-epices.jpg;25606
15010;Sésame, graine;9,85;;15010
13195;Pêche jaune, pulpe, crue;9,8;;13195
13007;Cassis, cru;9,68;;13007
13194;Pêche blanche, pulpe, crue;9,63;;13194
18343;Boisson au jus de fruit et au lait;9,63;;18343
2070;Jus d'orange, pur jus;9,61;;2070
13549;Kumquat, sans pépin, cru;9,6;;13549
2012;Jus d'orange, à base de concentré;9,59;;2012
2004;Jus de fruits (aliment moyen);9,58;;2004
20581;Arachide, bouillie/cuite à l'eau, salée;9,54;;20581
15000;Amande (avec peau);9,51;;15000
4041;Aligot (purée de pomme de terre à la tomme fraîche), préemballé;9,5;;4041
2023;Jus de mangue, frais;9,5;;2023
2052;Jus de fruit(s) et de légume(s), pur jus;9,5;;2052
29209;Boisson au soja et jus de fruits concentrés, préemballée;9,5;;29209
18104;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);9,5;;18104
13159;Boisson aux fruits pour bébé dès 4/6mois;9,5;;13159
13193;Pêche blanche, pulpe et peau, crue;9,48;;13193
11167;Sauce américaine, préemballée;9,48;;11167
25194;Boulettes au boeuf et à l'agneau (type kefta), préemballées, crues;9,46;;25194
1031;Spécialité végétale type pâté, préemballée;9,45;;1031
25002;Cassoulet, appertisé;9,41;;25002
2013;Jus d'orange, maison;9,4;;2013
25009;Hachis parmentier à la viande, préemballé;9,39;;25009
20500;Fève, bouillie/cuite à l'eau;9,35;;20500
19661;Fromage frais type petit suisse, aux fruits, 2-3% MG;9,34;;19661
19553;Yaourt au lait de brebis, aromatisé, sucré;9,33;;19553
2072;Jus de fruits, pur jus (aliment moyen);9,32;;2072
25565;Yakitori (brochettes japonaises grillées en sauce);9,3;;25565
20333;Salsifis, bouilli/cuit à l'eau;9,29;;20333
26239;Surimi, fourré au fromage;9,24;;26239
8742;Boudin antillais, à cuire;9,2;;8742
13024;Clémentine ou Mandarine, pulpe, crue;9,17;;13024
11203;Sauce kebab, préemballée;9,15;;11203
15038;Sésame, grillé, graine décortiquée;9,14;;15038
20249;Plat légumes, avec féculent et lait/crème, dès 6-8 mois;9,12;;20249
20590;Crosne, cuit;9,11;;20590
20091;Betterave rouge, crue;9,1;;20091
2025;Jus de pamplemousse (pomélo), maison;9,1;;2025
2010;Nectar multifruit - base pomme, multivitaminé;9,1;;2010
13083;Goyave, pulpe, crue;9,02;;13083
42606;Plat légumes, avec féculent et viande/poisson, dès 18 mois;9,02;;42606
13000;Abricot, dénoyauté, cru;9,01;;13000
20542;Fève, pelée, surgelée, cuite à l'eau;9;;20542
13043;Pêche, pulpe et peau, crue;9;;13043
11079;Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée;8,98;;11079
11143;Sauce béchamel, maison;8,97;;11143
42605;Plat légumes, avec féculent et viande/poisson, dès 12 mois;8,95;;42605
26261;Salade de lentilles et saucisse fumée, préemballée;8,9;;26261
13030;Nectarine ou brugnon, pulpe et peau, crue;8,9;;13030
13132;Myrtille, surgelée, crue;8,9;;13132
25010;Petit salé ou saucisse aux lentilles, préemballé;8,89;;25010
2027;Jus de pamplemousse (pomelo), pur jus;8,89;;2027
25609;Salade de pomme de terre à la piémontaise, préemballée;8,87;https://img.cuisineaz.com/660x660/2015-06-16/i3394-salade-de-pommes-de-terre-aux-epices.jpg;25609
26002;Carrelet ou plie, pané, frit;8,86;;26002
25126;Paupiette de volaille;8,8;;25126
2375;Nectar d'orange;8,79;;2375
20084;Petits pois, surgelés, crus;8,77;;20084
15041;Amande, mondée, émondée ou blanchie;8,76;;15041
15042;Amande, grillée, salée;8,72;;15042
10005;Crabe, miettes et ou pattes décortiquées, appertisé, égoutté;8,72;;10005
20914;Escalope végétale ou steak à base de soja;8,7;;20914
20231;Crosne, surgelé, cru;8,7;;20231
10041;Ormeau, cru;8,69;;10041
18026;Boisson gazeuse, sans jus de fruit, sucrée;8,67;;18026
13417;Jus de mandarine commune, pur jus filtré, prélevée à la Martinique;8,63;;13417
13614;Pamplemousse chinois, pulpe, cru;8,62;;13614
25098;Cassoulet au porc, appertisé;8,6;;25098
20254;Plat légumes, avec féculent et lait/crème, dès 18 mois;8,59;;20254
11210;Sauce pesto rosso, préemballée;8,58;;11210
25154;Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé;8,57;;25154
15007;Noix de coco, amande, sèche;8,55;;15007
20260;Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%);8,53;;20260
13035;Papaye, pulpe, crue;8,53;;13035
20251;Plat légumes, avec féculent et lait/crème, dès 12 mois;8,53;;20251
25195;Parmentier de canard, préemballé;8,51;;25195
19638;Faisselle au coulis de fruits;8,5;;19638
25438;Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit;8,48;;25438
20267;Printanière de légumes, surgelée, crue (haricots verts, carottes, pomme de terre, petits pois, oignons);8,48;;20267
25208;Palet ou galette de légumes, préfrit, surgelé, cuit;8,45;;25208
10084;Calmar ou calamar ou encornet, frit ou poêlé avec matière grasse;8,45;;10084
18010;Limonade, sucrée;8,45;;18010
11199;Sauce grand veneur, préemballée;8,45;;11199
2015;Jus de pamplemousse (pomélo), à base de concentré;8,41;;2015
25037;Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru;8,39;;25037
25596;Galette ou pavé au soja et légumes, préemballé;8,36;;25596
13036;Pastèque, pulpe, crue;8,33;;13036
19559;Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG;8,29;;19559
18344;Tonic ou bitter, sucré;8,28;;18344
19558;Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG;8,25;;19558
19014;Lait 2e âge, prêt à consommer (préparation pour nourrissons);8,23;;19014
13061;Feijoa, pulpe, crue;8,2;;13061
25224;Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé;8,19;;25224
25593;Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé;8,15;;25593
13071;Mûre noire (du mûrier), crue;8,1;;13071
20250;Plat légumes, avec féculent et lait/crème, dès 8-12 mois;8,1;;20250
20232;Artichaut, fond, surgelé, cru;8,09;;20232
11208;Sauce tomate au fromage, préemballée;8,09;;11208
39400;Lait de poule, sans alcool;8,05;;39400
19013;Lait 1er âge, prêt à consommer (préparation pour nourrissons);8,04;;19013
13034;Orange, pulpe, crue;8,03;;13034
13040;Pomelo (dit Pamplemousse), pulpe, cru;8,02;;13040
20284;Petits pois, purée;8;;20284
26010;Hareng mariné ou rollmops;8;;26010
42200;Lécithine de soja;8;;42200
25589;Boulette végétale au soja et/ou blé, préemballée;7,98;;25589
1019;Kir royal (au champagne);7,97;;1019
20124;Petits pois, surgelés, cuits;7,95;;20124
20536;Fève, fraîche, surgelée;7,95;;20536
20917;Tempeh;7,89;;20917
13997;Fruits rouges, crus (framboises, fraises, groseilles, cassis);7,88;;13997
13202;Papaye Colombo (fruit mûr), pulpe sans pépin, crue, prélevée à La Réunion (Carica papaya L.);7,88;;13202
11120;Sauce bourguignonne, préemballée;7,85;;11120
25205;Chop suey (porc ou poulet), préemballé;7,8;;25205
18905;Boisson à base d'avoine, nature, préemballée;7,8;;18905
25186;Boulettes au porc et au boeuf (à la suédoise), préemballées, crues;7,78;;25186
11177;Sauce tomate aux champignons, préemballée;7,78;;11177
19012;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);7,77;;19012
25601;Salade de thon et légumes, appertisée;7,74;https://images.unsplash.com/photo-1604909052743-94e838986d24?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80;25601
22004;Oeuf, blanc (blanc d'oeuf), en poudre;7,73;;22004
25597;Galette ou pavé au soja, fromage et légumes, préemballé;7,72;;25597
15047;Chia, graine, séchée;7,72;;15047
20151;Piment, cru;7,7;;20151
18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;7,7;;18058
13162;Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;7,7;;13162
11107;Sauce tomate aux oignons, préemballée;7,69;;11107
15050;Noisette grillée, salée;7,67;;15050
10019;Bulot ou Buccin, cru;7,61;;10019
13113;Canneberge ou cranberry, crue;7,6;;13113
20009;Carotte, crue;7,59;;20009
11207;Sauce tomate aux petits légumes, préemballée;7,57;;11207
20324;Oignon rouge, sauté/poêlé sans matière grasse;7,55;;20324
20170;Tomate, purée, appertisée;7,54;;20170
25232;Saucisse végétale au blé ou seitan, préemballé;7,53;;25232
18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;7,5;;18341
11178;Sauce tomate aux olives, préemballée;7,5;;11178
19624;Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen);7,47;;19624
26258;Salade de betterave, avec sauce, préemballée;7,45;;26258
19582;Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D;7,45;;19582
18063;Cola, teneur en sucre et édulcorant inconnue (aliment moyen);7,45;;18063
10082;Moules marinières (oignons et vin blanc);7,43;;10082
25077;Saumon à l'oseille, préemballé;7,43;;25077
8125;Confit de foie de volaille;7,42;;8125
18029;Boisson rafraîchissante sans alcool (aliment moyen);7,42;;18029
11170;Sauce basquaise ou Sauce aux poivrons, préemballée;7,41;;11170
20543;Fève, surgelée, bouillie/cuite à l'eau;7,4;;20543
20093;Petits pois et carottes, appertisés, égouttés;7,39;;20093
1018;Kir (au vin blanc);7,36;;1018
20307;Carotte, cuite à la vapeur;7,33;;20307
13179;Pomelo (dit Pamplemousse) jaune, pulpe, cru;7,31;;13179
11112;Harissa (sauce condimentaire), préemballée;7,3;;11112
11114;Sauce tomate à la viande ou Sauce bolognaise, préemballée;7,27;;11114
11198;Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée;7,26;;11198
18902;Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;7,24;;18902
20253;Soupe pour bébé légumes, céréales et lait;7,19;;20253
15004;Noisette;7,16;;15004
20003;Betterave rouge, cuite;7,13;;20003
13421;"Jus de prune de cythère verte ""géante"" (variété locale), fruit mûr, pur jus filtré, prélevée à la Martinique";7,13;;13421
