alim_code;alim_nom_fr;alim_carbo;alim_image_url;code
20810;Cresson, feuille, cru, prélevé à la Martinique;traces;;20810
6105;Boeuf, faux-filet, rôti/cuit au four;traces;;6105
6131;Boeuf, hampe, grillée/poêlée;traces;;6131
6141;Boeuf, joue, braisée ou bouillie;traces;;6141
6151;Boeuf, jarret, bouilli/cuit à l'eau;traces;;6151
6161;Boeuf, tende de tranche, grillée/poêlée;traces;;6161
6162;Boeuf, tende de tranche, rôtie/cuite au four;traces;;6162
6200;Boeuf, steak ou bifteck, grillé;traces;;6200
6205;Boeuf, onglet, grillé;traces;;6205
6207;Boeuf, rumsteck, grillé;traces;;6207
6208;Boeuf, boule de macreuse, grillée/poêlée;traces;;6208
6211;Boeuf, bavette d'aloyau, grillée/poêlée;traces;;6211
6214;Boeuf, boule de macreuse, rôtie/cuite au four;traces;;6214
6230;Boeuf, à bourguignon ou pot-au-feu, cuit;traces;;6230
6241;Boeuf, collier, braisé;traces;;6241
6310;Boeuf, queue, bouillie/cuite à l'eau;traces;;6310
6512;Veau, carré, sauté/poêlé;traces;;6512
6520;Veau, escalope, cuite;traces;;6520
6523;Veau, noix, grillée/poêlée;traces;;6523
6524;Veau, noix, rôtie;traces;;6524
6562;Veau, épaule, grillée/poêlée;traces;;6562
6563;Veau, épaule, braisée ou bouillie;traces;;6563
6581;Veau, jarret, braisé ou bouilli;traces;;6581
6582;Veau, tête, bouillie/cuite à l'eau;traces;;6582
6591;Veau, collier, braisé ou bouilli;traces;;6591
28009;Porc, palette, crue;traces;;28009
28103;Porc, rouelle de jambon, cuite;traces;;28103
28203;Porc, filet mignon, cuit;traces;;28203
28461;Porc, escalope de jambon, cuite;traces;;28461
21501;Agneau, côtelette, grillée;traces;;21501
21508;Agneau, collier, braisé ou bouilli;traces;;21508
21509;Agneau, côte filet, grillée/poêlée;traces;;21509
21518;Agneau, gigot, grillé/poêlé;traces;;21518
21519;Agneau, gigot, braisé;traces;;21519
21520;Agneau, selle, partie maigre, grillée/poêlée;traces;;21520
6906;Cheval, tende de tranche, grillée/poêlée;traces;;6906
6907;Cheval, faux-filet, grillé/poêlé;traces;;6907
6908;Cheval, entrecôte, grillée/poêlée;traces;;6908
6909;Cheval, faux-filet, rôti/cuit au four;traces;;6909
6910;Cheval, tende de tranche, rôtie/cuite au four;traces;;6910
36205;Canard, magret, grillé/poêlé;traces;;36205
6001;Boeuf, côte, crue;traces;;6001
6536;Veau, steak haché 15% MG, cru;traces;;6536
6580;Veau, pied, cru;traces;;6580
6590;Veau, collier, cru;traces;;6590
36020;Poulet éviscéré sans abats, cru;traces;;36020
21001;Mouton, viande, crue;traces;;21001
21004;Mouton, pied, cru;traces;;21004
21005;Mouton, tête, crue;traces;;21005
21006;Mouton, gigot, cru;traces;;21006
21514;Agneau, collier, cru;traces;;21514
6903;Cheval, tende de tranche, crue;traces;;6903
6904;Cheval, faux-filet, cru;traces;;6904
6905;Cheval, entrecôte, crue;traces;;6905
36203;Canard, cuisse avec peau, sans os, crue;traces;;36203
8010;Rillettes de Tours;traces;;8010
8025;Rillettes pur oie;traces;;8025
8109;Confit de canard, viande (cuisse), sans peau, réchauffé;traces;;8109
8501;Andouille de Guéméné;traces;;8501
8512;Andouille de Vire;traces;;8512
26003;Carrelet ou plie, cuit à la vapeur;traces;;26003
26008;Églefin, cuit à la vapeur;traces;;26008
26012;Hareng, frit;traces;;26012
26014;Hareng, grillé/poêlé;traces;;26014
26015;Lieu noir, cuit;traces;;26015
26017;Limande-sole, cuite à la vapeur;traces;;26017
26019;Maquereau, rôti/cuit au four;traces;;26019
26020;Maquereau, frit;traces;;26020
26021;Merlan, frit;traces;;26021
26022;Merlan, cuit à la vapeur;traces;;26022
26023;Cabillaud, rôti/cuit au four;traces;;26023
26024;Morue, salée, bouillie/cuite à l'eau;traces;;26024
26025;Cabillaud, cuit à la vapeur;traces;;26025
26026;Mulet, rôti/cuit au four;traces;;26026
26031;Raie, rôtie/cuite au four;traces;;26031
26033;Roussette ou petite roussette ou saumonette, cuite;traces;;26033
26038;Saumon, cuit à la vapeur;traces;;26038
26041;Thon, rôti/cuit au four;traces;;26041
26059;Sole, cuite à la vapeur;traces;;26059
26060;Sole, rôtie/cuite au four;traces;;26060
26061;Sole, bouillie/cuite à l'eau;traces;;26061
26062;Sole, frite;traces;;26062
26073;Raie, cuite au court-bouillon;traces;;26073
26081;Lotte ou baudroie, grillée/poêlée;traces;;26081
26093;Espadon, rôti/cuit au four;traces;;26093
26094;Turbot, rôti/cuit au four;traces;;26094
26120;Merlu, cuit à l'étouffée;traces;;26120
26126;Églefin, grillé/poêlé;traces;;26126
26136;Sardine, grillée;traces;;26136
26147;Vivaneau, cuit;traces;;26147
26148;Rascasse, cuite à la vapeur;traces;;26148
26192;Lieu jaune ou colin, cuit;traces;;26192
26211;Saumon, cuit au micro-ondes, élevage;traces;;26211
26217;Saumon, bouilli/cuit à l'eau, élevage;traces;;26217
26222;Dorade grise, ou daurade grise, ou griset, rôtie/cuite au four;traces;;26222
26229;Saumon, grillé/poêlé;traces;;26229
26230;Saumon, élevage, rôti/cuit au four;traces;;26230
26234;Julienne ou Lingue, cuite;traces;;26234
26247;Flétan du Groënland ou flétan noir ou flétan commun, cuit à la vapeur;traces;;26247
26248;Sole, poêlée;traces;;26248
27000;Anguille, rôtie/cuite au four;traces;;27000
27001;Anguille, bouillie/cuite à l'eau;traces;;27001
27002;Brochet, rôti/cuit au four;traces;;27002
27004;Carpe, rôtie/cuite au four;traces;;27004
27005;Perche, rôtie/cuite au four;traces;;27005
27006;Truite, rôtie/cuite au four;traces;;27006
27007;Truite, cuite à la vapeur;traces;;27007
27014;Truite arc en ciel, élevage, rôtie/cuite au four;traces;;27014
27015;Truite arc en ciel, élevage, cuite à la vapeur;traces;;27015
27018;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;traces;;27018
27030;Bar commun ou loup, rôti/cuit au four;traces;;27030
27031;Dorade (Daurade) royale, cuite au four;traces;;27031
26001;Bar rayé ou bar d'Amérique, cru;traces;;26001
26006;Lieu ou colin d'Alaska, cru;traces;;26006
26009;Flétan de l'Atlantique ou flétan blanc, cru;traces;;26009
26011;Hareng, cru;traces;;26011
26018;Lotte ou baudroie, crue;traces;;26018
26036;Saumon, cru, élevage;traces;;26036
26042;Turbot sauvage, cru;traces;;26042
26043;Cabillaud, cru;traces;;26043
26044;Merlu, cru;traces;;26044
26047;Lieu noir, surgelé, cru;traces;;26047
26048;Merlu, filet, surgelé, cru;traces;;26048
26051;Maquereau, cru;traces;;26051
26052;Raie, crue;traces;;26052
26053;Thon, cru;traces;;26053
26055;Carrelet ou plie, cru;traces;;26055
26057;Limande, crue;traces;;26057
26058;Sole, crue;traces;;26058
26063;Rascasse, crue;traces;;26063
26064;Thon albacore ou thon jaune, cru;traces;;26064
26065;Sardine, crue;traces;;26065
26068;Thon listao ou Bonite à ventre rayé, cru;traces;;26068
26069;Thon rouge, cru;traces;;26069
26072;Bar commun ou loup, cru, sans précision;traces;;26072
26074;Roussette ou petite roussette ou saumonette, crue;traces;;26074
26075;Bar ou loup de l'Atlantique, cru;traces;;26075
26076;Thon germon ou thon blanc, cru;traces;;26076
26079;Anchois commun, cru;traces;;26079
26080;Dorade royale, ou daurade ou vraie daurade, crue, sauvage;traces;;26080
26082;Espadon, cru;traces;;26082
26083;Éperlan, cru;traces;;26083
26084;Cardine franche, crue;traces;;26084
26085;Rouget-barbet de roche, cru;traces;;26085
26088;Dorade royale ou daurade ou vraie daurade, crue, élevage;traces;;26088
26091;Mulet, cru;traces;;26091
26092;Truite de mer, crue;traces;;26092
26095;Merlan, cru;traces;;26095
26098;Morue, salée, sèche;traces;;26098
26099;Dorade grise, ou daurade grise, ou griset, crue;traces;;26099
26100;Bogue, crue;traces;;26100
26101;Bonite, crue;traces;;26101
26102;Maquereau espagnol ou maquereau blanc ou billard, cru;traces;;26102
26103;Denté, cru;traces;;26103
26104;Saint-Pierre, cru;traces;;26104
26106;Grondin, cru;traces;;26106
26107;Corb, cru;traces;;26107
26108;Capelan, cru;traces;;26108
26109;Dorade rose, ou daurade rose, crue;traces;;26109
26110;Rouget-barbet de roche, vapeur;traces;;26110
26111;Saupe, crue;traces;;26111
26113;Chinchard, cru;traces;;26113
26122;Églefin, cru;traces;;26122
26127;Congre, cru;traces;;26127
26128;Grenadier (de roche), cru;traces;;26128
26129;Lieu jaune ou colin, cru;traces;;26129
26130;Julienne ou Lingue, crue;traces;;26130
26133;Tacaud, cru;traces;;26133
26134;Lieu noir, cru;traces;;26134
26135;Limande-sole, crue;traces;;26135
26141;Foie de morue, cru;traces;;26141
26146;Vivaneau, cru;traces;;26146
26153;Sabre, cru;traces;;26153
26154;Flétan du Groënland ou flétan noir ou flétan commun, cru;traces;;26154
26157;Carangue, cru;traces;;26157
26159;Coulirou, cru;traces;;26159
26161;Saumon, cru, sauvage;traces;;26161
26162;Requin, cru;traces;;26162
26166;Orphie commune, crue;traces;;26166
26168;Lompe, crue;traces;;26168
26170;Brème, cru;traces;;26170
26171;Omble chevalier, cru;traces;;26171
26172;Loup tacheté, cru;traces;;26172
26173;Sprat, cru;traces;;26173
26174;Turbot, cru;traces;;26174
26175;Corégone lavaret, cru;traces;;26175
26178;Mérou, cru;traces;;26178
26194;Lingue bleue ou Lingue, crue;traces;;26194
26200;Sole tropicale ou Sole langue, crue;traces;;26200
26201;Turbot d'élevage, cru;traces;;26201
26205;Bar commun ou loup (Méditerranée), cru, sauvage;traces;;26205
26206;Bar commun ou loup (Méditerranée), cru, élevage;traces;;26206
26208;Baudroie rousse ou Lotte, crue;traces;;26208
26210;Sébaste du nord, ou grand sébaste, ou dorade sébaste, ou daurade sébaste, crue;traces;;26210
26213;Hoki, tout lieu de pêche, cru;traces;;26213
26214;Grenadier bleu ou hoki de Nouvelle-Zélande, cru;traces;;26214
26219;Grondin perlon, cru;traces;;26219
26233;Merlu blanc du Cap, surgelé, cru;traces;;26233
26235;Chinchard maigre, cru;traces;;26235
26236;Chinchard gras, cru;traces;;26236
26237;Hareng maigre, cru;traces;;26237
26238;Hareng gras, cru;traces;;26238
26240;Joëls (petits poissons entiers) pour friture, crus;traces;;26240
26241;Empereur, filet, sans peau, cru;traces;;26241
26244;Rouget-barbet, filet avec peau, surgelé, cru (Thaïlande, Sénégal…);traces;;26244
27003;Carpe, crue, élevage;traces;;27003
27008;Truite d'élevage, crue;traces;;27008
27009;Truite arc en ciel, crue, élevage;traces;;27009
27010;Perche, crue;traces;;27010
27011;Brochet, cru;traces;;27011
27012;Esturgeon, cru;traces;;27012
27016;Anguille, crue;traces;;27016
27017;Pangasius ou Poisson-chat, cru;traces;;27017
27019;Tilapia, cru;traces;;27019
27021;Truite saumonée, crue;traces;;27021
27023;Lotte de rivière, crue;traces;;27023
27024;Sandre, cru;traces;;27024
27025;Perche du Nil, crue;traces;;27025
26005;Caviar, semi-conserve;traces;;26005
26186;Maquereau, mariné;traces;;26186
12001;Camembert, sans précision;traces;;12001
12003;Fromage à pâte molle et croûte fleurie (type camembert);traces;;12003
12006;Camembert au lait cru;traces;;12006
12008;Fromage à pâte molle et croûte fleurie double crème environ 30% MG;traces;;12008
12009;Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse;traces;;12009
12010;Coulommiers;traces;;12010
12012;Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse;traces;;12012
12013;Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse;traces;;12013
12020;Brie, sans précision;traces;;12020
12021;Brie de Meaux;traces;;12021
12022;Brie de Melun;traces;;12022
12025;Carré de l'Est;traces;;12025
12028;Chaource;traces;;12028
12029;Maroilles laitier;traces;;12029
12030;Maroilles fermier;traces;;12030
12031;Neufchâtel;traces;;12031
12033;Fromage à pâte molle triple crème environ 40% MG;traces;;12033
12035;Fromage à pâte molle et croûte lavée, allégé environ 13% MG;traces;;12035
12036;Maroilles, sans précision;traces;;12036
12037;Livarot;traces;;12037
12038;Époisses;traces;;12038
12039;Munster;traces;;12039
12040;Langres;traces;;12040
12042;Pont l'Évêque;traces;;12042
12045;Reblochon;traces;;12045
12047;Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané);traces;;12047
12049;Saint-Marcellin;traces;;12049
12050;Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;traces;;12050
12051;Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse);traces;;12051
12052;Saint-Félicien;traces;;12052
12064;Boulette d'Avesne;traces;;12064
12801;Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine);traces;;12801
12802;Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin);traces;;12802
12803;Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure);traces;;12803
12807;Sainte-Maure de Touraine (fromage de chèvre);traces;;12807
12810;Fromage de chèvre demi-sec;traces;;12810
12812;Fromage de chèvre bûche;traces;;12812
12813;Fromage de chèvre bûche, allégé en matière grasse;traces;;12813
12814;Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé;traces;;12814
12815;Fromage de chèvre sec;traces;;12815
12820;Fromage de chèvre à pâte molle et croûte fleurie type camembert;traces;;12820
12824;Fromage de brebis à pâte molle et croûte fleurie;traces;;12824
12830;Chabichou (fromage de chèvre);traces;;12830
12831;Pélardon (fromage de chèvre);traces;;12831
12832;Crottin de chèvre, au lait cru;traces;;12832
12833;Crottin de chèvre, sans précision;traces;;12833
12834;Crottin de Chavignol (fromage de chèvre);traces;;12834
12836;Picodon (fromage de chèvre);traces;;12836
12839;Pouligny Saint-Pierre (fromage de chèvre);traces;;12839
12842;Sainte-Maure (fromage de chèvre);traces;;12842
12845;Selles-sur-Cher (fromage de chèvre);traces;;12845
12846;Chevrot (fromage de chèvre);traces;;12846
12847;Rocamadour (fromage de chèvre);traces;;12847
12848;Valençay (fromage de chèvre);traces;;12848
12500;Roquefort;traces;;12500
12519;Fourme de Montbrison;traces;;12519
12520;Fromage bleu au lait de vache;traces;;12520
12521;Fromage bleu d'Auvergne;traces;;12521
12522;Fourme d'Ambert;traces;;12522
12523;Fromage bleu des Causses;traces;;12523
12524;Gorgonzola;traces;;12524
12526;Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC);traces;;12526
12527;Fromage bleu de Bresse;traces;;12527
12528;Fromage bleu de Bresse allegé environ 15% MG;traces;;12528
12105;Beaufort;traces;;12105
12110;Comté;traces;;12110
12112;Abondance;traces;;12112
12113;Gruyère IGP France;traces;;12113
12114;Gruyère;traces;;12114
12115;Emmental ou emmenthal;traces;;12115
12116;Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse;traces;;12116
12118;Emmental ou emmenthal râpé;traces;;12118
12119;Ossau-Iraty;traces;;12119
12120;Parmesan;traces;;12120
12121;Fontina;traces;;12121
12122;Pecorino;traces;;12122
12123;Grana Padano;traces;;12123
12705;Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG;traces;;12705
12716;Provolone;traces;;12716
12720;Fromage à pâte ferme, enrobé de cire;traces;;12720
12722;Cantal entre-deux;traces;;12722
12723;Cantal, Salers ou Laguiole;traces;;12723
12725;Salers;traces;;12725
12726;Cheddar;traces;;12726
12729;Edam;traces;;12729
12735;Mimolette jeune;traces;;12735
12736;Gouda;traces;;12736
12737;Mimolette demi-vieille;traces;;12737
12738;Mimolette vieille;traces;;12738
12740;Mimolette, sans précision;traces;;12740
12741;Fromage à pâte ferme environ 27% MG type Maasdam;traces;;12741
12742;Mimolette extra-vieille;traces;;12742
12743;Morbier;traces;;12743
12747;Fromage de brebis des Pyrénées;traces;;12747
12748;Saint-Nectaire, laitier;traces;;12748
12749;Raclette (fromage);traces;;12749
12751;Saint-Nectaire, fermier;traces;;12751
12752;Saint-Nectaire, sans précision;traces;;12752
12755;Saint-Paulin (fromage à pâte pressée non cuite demi-ferme);traces;;12755
12758;Tomme ou tome de vache;traces;;12758
12759;Tomme ou tome de montagne ou de Savoie;traces;;12759
12760;Tomme ou tome, allégée en matière grasse, environ 13% MG;traces;;12760
12761;Asiago;traces;;12761
12762;Fromage de brebis Corse à pâte molle;traces;;12762
12763;Tome des Bauges;traces;;12763
12827;Fromage de brebis à pâte pressée;traces;;12827
11220;Vinaigre de vin rouge;traces;;11220
13033;Olive verte, en saumure, égouttée;traces;;13033
20270;Épinard, jeunes pousses pour salades, cru;< 0,85;;20270
20336;Épinard, bouilli/cuit à l'eau;< 0,85;;20336
36031;Poulet, cuisse, viande et peau, bouilli/cuit à l'eau;< 0,55;;36031
16654;Matière grasse végétale (type margarine) à 60% de MG, allégée, au tournesol, doux;< 0,55;;16654
16614;Matière grasse végétale (type margarine) à 80% MG, salée;< 0,5;;16614
26000;Anchois, filets à l'huile, semi-conserve, égoutté;< 0,2;;26000
16738;Matière grasse végétale (type margarine) à 50-63% MG, allégée, demi-sel;< 0,2;;16738
25220;Choucroute, sans garniture, égouttée, cuite;< 0,1;;25220
6100;Boeuf, entrecôte, partie maigre, grillée/poêlée;< 0,1;;6100
28451;Porc, échine, rôtie/cuite au four;< 0,1;;28451
21506;Agneau, épaule, rôtie/cuite au four;< 0,1;;21506
28505;Corned-beef, appertisé;< 0,1;;28505
13032;Olive noire, en saumure, égouttée;< 0,1;;13032
13131;Olive noire, à l'huile (à la grecque);< 0,1;;13131
40004;Cervelle, porc, braisée;< 0,05;;40004
6252;Boeuf, steak haché 10% MG, cru;< 0,05;;6252
25035;Sauté d'agneau au curry, préemballé;-;;25035
25400;Croque-monsieur, fait maison;-;;25400
20106;Champignon, truffe noire, crue;-;;20106
20141;Courge doubeurre (butternut), pulpe, cuite;-;;20141
20202;Champignon noir, séché;-;;20202
20800;Banane jaune, pulpe, cuite à la vapeur, prélevée à la Martinique;-;;20800
20803;Chou dur ou chou caraïbe, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20803
20806;Christophine blanche, pulpe, appertisée, non égouttée, prélevée à la Martinique;-;;20806
20807;Christophine, pulpe, cuite à la vapeur, surgelée, prélevée à la Martinique;-;;20807
20808;Concombre, pulpe avec graines, cru, prélevé à la Martinique;-;;20808
20809;Concombre, pulpe, cru, prélevé à la Martinique;-;;20809
20811;Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20811
20813;Fruit à pain, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20813
20820;Gombo, entier, appertisé, non égoutté, prélevé à la Martinique;-;;20820
20826;Topinambour, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20826
20827;Kamanioc, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20827
20828;Massissi, pulpe, cru, prélevé à la Martinique;-;;20828
20829;Papaye, pulpe, crue, prélevée à la Martinique;-;;20829
20830;Papaye, pulpe, cuite à la vapeur, prélevée à la Martinique;-;;20830
20833;Pois d'angole, entier, cuit à la vapeur, prélevé à la Martinique;-;;20833
20834;Ti nain, pulpe, cuit à la vapeur, prélevé à la Martinique;-;;20834
20835;Tomate, entière, crue, prélevée à la Martinique;-;;20835
4007;Pomme de terre nouvelle, bouillie/cuite à l'eau;-;;4007
13402;Ananas, pulpe, cru , prélevé à la Martinique;-;;13402
13403;Caïmite, pulpe, cru, prélevé à la Martinique;-;;13403
13404;Cerise acérola, pulpe, crue, prélevée à la Martinique;-;;13404
13405;Chadèque, pulpe, cru, prélevé à la Martinique;-;;13405
13407;Goyave, pulpe, purée, prélevée à la Martinique;-;;13407
13408;Jus de carambole, prélevé à la Martinique, jus filtré;-;;13408
13409;Jus de carambole, prélevée à la Martinique, jus non filtré;-;;13409
13410;Jus de citron punch (variété petit calibre), pur jus, prélevé à la Martinique;-;;13410
13411;Jus de citron vert (variété gros calibre), pur jus, prélevé à la Martinique;-;;13411
13412;Jus de corossol, prélevé à la Martinique;-;;13412
13413;Jus de fruit de la passion ou maracudja, prélevé à la Martinique, pur jus;-;;13413
13414;Jus de grenade, prélevée à la Martinique;-;;13414
13415;Jus de lime, pur jus, prélevé à la Martinique;-;;13415
13416;Jus de mandarine commune, pur jus filtré pasteurisé, prélevée à la Martinique;-;;13416
13419;Jus de moubin, pur jus, prélevé à la Martinique;-;;13419
13420;Jus de pamplemousse (variété locale), pur jus, prélevé à la Martinique;-;;13420
13425;Mandarine commune, pulpe, au sirop, appertisée, non égouttée, prélevée à la Martinique;-;;13425
13430;Melon, pulpe, cru, prélevé à la Martinique;-;;13430
13431;Orange (variété locale), pulpe, prélevée à la Martinique;-;;13431
13432;Orange amère, pulpe, crue, prélevée à la Martinique;-;;13432
13433;Pastèque, pulpe, crue, prélevée à la Martinique;-;;13433
13434;Pomme cajou, pulpe, crue, prélevée à la Martinique;-;;13434
13435;Pomme cannelle,  pulpe, crue, prélevée à la Martinique;-;;13435
13436;Pomme d'eau ou pomme malaca, pulpe, crue, prélevée à la Martinique;-;;13436
13437;Pomme liane, pulpe, crue, prélevée à la Martinique;-;;13437
13438;Prune de cythère, mûre, fruit entier, crue, prélevée à la Martinique;-;;13438
13439;Prune de cythère, verte ou immature, fruit entier, crue, prélevée à la Martinique;-;;13439
13440;Jacques, pulpe, cru, prélevé à la Martinique;-;;13440
9010;Blé tendre entier ou froment, cru;-;;9010
7354;Galette de maïs soufflé;-;;7354
30102;Saucisse fumée, à cuire;-;;30102
30125;Saucisse alsacienne fumée ou Gendarme;-;;30125
30152;Merguez, pur boeuf, crue;-;;30152
30153;Merguez, porc et boeuf, crue;-;;30153
30154;Merguez, boeuf, mouton et porc, crue;-;;30154
30177;Diot, cru;-;;30177
30750;Saucisse viennoise, crue;-;;30750
30766;Saucisse de bière;-;;30766
30778;Saucisse de langue à la pistache;-;;30778
8206;Pâté au jambon;-;;8206
8934;Quenelle de poisson, cuite;-;;8934
8380;Oeuf au jambon en gelée;-;;8380
8801;Boudin blanc, à cuire;-;;8801
30801;Saucisson de cheval type cervelas;-;;30801
10000;Bigorneau, cuit;-;;10000
10033;Crevette rose bouquet, cuite;-;;10033
10044;Langoustine, bouillie/cuite à l'eau;-;;10044
10057;Araignée de mer, cuite;-;;10057
10061;Crevette pattes blanches, cuite;-;;10061
10062;Crevette géante tigrée, cuite;-;;10062
10064;Crevette royale rose, cuite;-;;10064
34501;Grenouille, cuisse, grillée/poêlée;-;;34501
26151;Oeufs de truite, semi-conserve;-;;26151
12305;Fromage fondu en portions ou en cubes environ 8% MG;-;;12305
18064;Boisson au thé, aromatisée, à teneur réduite en sucres;-;;18064
11216;Sauce soja sucrée, préemballée;-;;11216
11057;Vanille, gousse;-;;11057
11085;Agar (algue), séché;-;;11085
31016;Sucre blanc;99,8;https://images.unsplash.com/photo-1553747069-aefa5a5c9bad?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=701&q=80;31016
31077;Fructose;99,8;https://img-3.journaldesfemmes.fr/tvoY78RFqLy-BTz4a0Ht7UnQiCc=/910x607/smart/e01a5cf1a7af4da2ba168c0f24aa4248/ccmcms-jdf/18460961.jpg;31077
31044;Sucre vanillé;99;https://img.cuisineaz.com/660x660/2018-07-10/i140929-sucre-vanille-maison.jpeg;31044
31076;Sucre allégé à l'aspartame;98,7;https://www.vivonsbien.com/valeur-nutritive/images/Sucre-allege-a-l-aspartame.jpg;31076
31087;Édulcorant à base d'extrait de stévia;98;https://fac.img.pmdstatic.net/fit/http.3A.2F.2Fprd2-bone-image.2Es3-website-eu-west-1.2Eamazonaws.2Ecom.2FFAC.2Fvar.2Ffemmeactuelle.2Fstorage.2Fimages.2Fminceur.2Fnews-minceur.2Finfos-stevia-01245.2F8828688-4-fre-FR.2Fla-stevia-les-5-points-cles-essentiels-a-connaitre.2Ejpg/850x478/quality/90/crop-from/center/la-stevia-les-5-points-cles-essentiels-a-connaitre.jpeg;31087
31017;Sucre roux;97,3;https://img-3.journaldesfemmes.fr/m6wu45a9k8uzceu5eL5WP0AK5YQ=/910x607/smart/d4c0118441b8498f82049a286ca0212b/ccmcms-jdf/15758968.jpg;31017
31059;Bonbon dur et sucette;95,4;https://images.unsplash.com/photo-1534119428213-bd2626145164?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=800&q=80;31059
11509;Édulcorant à l'aspartame, en poudre;94,7;https://www.gerble.fr/var/site/storage/images/_aliases/full_dossier/nos-dossiers/edulcorants-sucralose-aspartame-stevia-lequel-choisir/6011-6-fre-FR/edulcorants-sucralose-aspartame-stevia-lequel-choisir.jpg;11509
24520;Meringue;94,3;https://images.unsplash.com/photo-1615792800805-41de09e63602?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1351&q=80;24520
11510;Vermicelles multicolores;93;https://images.unsplash.com/photo-1517837125937-53bd402f49d6?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=658&q=80;11510
31007;Chewing-gum, sucré;90,6;https://images.unsplash.com/photo-1598247318797-e43459817f43?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1308&q=80;31007
9510;Amidon de maïs ou fécule de maïs;89,2;https://fac.img.pmdstatic.net/fit/http.3A.2F.2Fprd2-bone-image.2Es3-website-eu-west-1.2Eamazonaws.2Ecom.2FFAC.2Fcontent.2Fuploads.2F2017.2F08.2Ffecule.2Ejpg/1200x900/quality/80/crop-from/center/8-facons-etonnantes-d-utiliser-la-fecule-de-mais.jpeg;9510
31064;Édulcorant à la saccharine;88,8;http://s1.lprs1.fr/images/2020/07/17/8354340_0ef61c04-c803-11ea-bb79-47268465bf3c-1.jpg;31064
13167;Céréales instantanées, poudre à reconstituer, dès 4/6 mois;88,3;https://i.unimedias.fr/2018/03/05/cereales.jpg;13167
32107;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);88;https://images.unsplash.com/photo-1521483451569-e33803c0330c?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1954&q=80;32107
4000;Tapioca ou Perles du Japon, cru;87,8;;4000
32006;Riz soufflé nature, enrichi en vitamines et minéraux;87;https://eshop.demain-lepicerie.be/wp-content/uploads/2019/04/rice-krispies.jpg;32006
31003;Bonbons, tout type;86,5;https://images.unsplash.com/photo-1615158838770-4908babaa409?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=633&q=80;31003
4090;Fécule de pomme de terre;86,3;;4090
32129;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);86,2;;32129
9232;Pop-corn ou Maïs éclaté, au caramel;85,4;https://images.unsplash.com/photo-1579642761360-eabd1cca1e81?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=634&q=80;9232
32133;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;85,3;;32133
96781;Amidon de riz;85;;96781
18168;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;85;;18168
42501;Poudre cacaotée pour bébé;85;;42501
9902;Vermicelle de soja, sèche;84,7;;9902
32121;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;84,7;;32121
